SourceRow;WorkerID;Prefix_ASC;ActualBlock2;CalcBlock2;Block2_OK;P12_Actual;P12_Calc;P12_Delta;P13_Actual;P13_Calc;P13_Delta;P14_Actual;P14_Calc;P14_Delta;P15_Actual;P15_Calc;P15_Delta;P16_Actual;P16_Calc;P16_Delta;P17_Actual;P17_Calc;P17_Delta;P18_Actual;P18_Calc;P18_Delta;P19_Actual;P19_Calc;P19_Delta;P20_Actual;P20_Calc;P20_Delta;P21_Actual;P21_Calc;P21_Delta;P22_Actual;P22_Calc;P22_Delta;;SOUHRN;
311;3510000101;66;2W2H2J2F2E2F2E2F2G2E2F;2W2H2J2F2E2F2E2F2G2E2F;PRAVDA;104;104;0;89;89;0;91;91;0;87;87;0;86;86;0;87;87;0;86;86;0;87;87;0;88;88;0;86;86;0;87;87;0;;;
312;7200000101;66;2W2L2G2E2F2E2F2E2F2E2F;2W2L2G2E2F2E2F2E2F2E2F;PRAVDA;104;104;0;93;93;0;88;88;0;86;86;0;87;87;0;86;86;0;87;87;0;86;86;0;87;87;0;86;86;0;87;87;0;;;
313;8010000101;66;2W2M2E2F2E2F2E2F2G2E2F;2W2M2E2F2E2F2E2F2G2E2F;PRAVDA;104;104;0;94;94;0;86;86;0;87;87;0;86;86;0;87;87;0;86;86;0;87;87;0;88;88;0;86;86;0;87;87;0;;;
314;ZMQSJ00101;66;2W3K373B3D342E2F2G2E2F;2W3K373B3D342E2F2G2E2F;PRAVDA;104;104;0;128;128;0;115;115;0;119;119;0;121;121;0;112;112;0;86;86;0;87;87;0;88;88;0;86;86;0;87;87;0;;;
315;1090000101;67;2Y2G2F2O2F2G2F2G2H2F2G;2Y2G2F2O2F2G2F2G2H2F2G;PRAVDA;106;106;0;88;88;0;87;87;0;96;96;0;87;87;0;88;88;0;87;87;0;88;88;0;89;89;0;87;87;0;88;88;0;;;
316;1270000101;67;2Y2G2H2M2F2G2F2G2H2F2G;2Y2G2H2M2F2G2F2G2H2F2G;PRAVDA;106;106;0;88;88;0;89;89;0;94;94;0;87;87;0;88;88;0;87;87;0;88;88;0;89;89;0;87;87;0;88;88;0;;;
317;1900000101;67;2Y2G2O2F2G2F2G2F2G2F2G;2Y2G2O2F2G2F2G2F2G2F2G;PRAVDA;106;106;0;88;88;0;96;96;0;87;87;0;88;88;0;87;87;0;88;88;0;87;87;0;88;88;0;87;87;0;88;88;0;;;
318;2170000101;67;2Y2H2G2M2F2G2F2G2H2F2G;2Y2H2G2M2F2G2F2G2H2F2G;PRAVDA;106;106;0;89;89;0;88;88;0;94;94;0;87;87;0;88;88;0;87;87;0;88;88;0;89;89;0;87;87;0;88;88;0;;;
319;2350000101;67;2Y2H2I2K2F2G2F2G2H2F2G;2Y2H2I2K2F2G2F2G2H2F2G;PRAVDA;106;106;0;89;89;0;90;90;0;92;92;0;87;87;0;88;88;0;87;87;0;88;88;0;89;89;0;87;87;0;88;88;0;;;
320;8200000101;67;2Y2N2H2F2G2F2G2F2G2F2G;2Y2N2H2F2G2F2G2F2G2F2G;PRAVDA;106;106;0;95;95;0;89;89;0;87;87;0;88;88;0;87;87;0;88;88;0;87;87;0;88;88;0;87;87;0;88;88;0;;;
321;9100000101;67;2Y2O2G2F2G2F2G2F2G2F2G;2Y2O2G2F2G2F2G2F2G2F2G;PRAVDA;106;106;0;96;96;0;88;88;0;87;87;0;88;88;0;87;87;0;88;88;0;87;87;0;88;88;0;87;87;0;88;88;0;;;
322;1370000101;68;302H2J2N2G2H2G2H2I2G2H;302H2J2N2G2H2G2H2I2G2H;PRAVDA;108;108;0;89;89;0;91;91;0;95;95;0;88;88;0;89;89;0;88;88;0;89;89;0;90;90;0;88;88;0;89;89;0;;;
323;3800000101;68;302J2O2G2H2G2H2G2H2G2H;302J2O2G2H2G2H2G2H2G2H;PRAVDA;108;108;0;91;91;0;96;96;0;88;88;0;89;89;0;88;88;0;89;89;0;88;88;0;89;89;0;88;88;0;89;89;0;;;
324;7400000101;68;302N2K2G2H2G2H2G2H2G2H;302N2K2G2H2G2H2G2H2G2H;PRAVDA;108;108;0;95;95;0;92;92;0;88;88;0;89;89;0;88;88;0;89;89;0;88;88;0;89;89;0;88;88;0;89;89;0;;;
325;1470000101;69;322I2L2O2H2I2H2I2J2H2I;322I2L2O2H2I2H2I2J2H2I;PRAVDA;110;110;0;90;90;0;93;93;0;96;96;0;89;89;0;90;90;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
326;1560000101;69;322I2M2N2H2I2H2I2J2H2I;322I2M2N2H2I2H2I2J2H2I;PRAVDA;110;110;0;90;90;0;94;94;0;95;95;0;89;89;0;90;90;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
327;1830000101;69;322I2P2K2H2I2H2I2J2H2I;322I2P2K2H2I2H2I2J2H2I;PRAVDA;110;110;0;90;90;0;97;97;0;92;92;0;89;89;0;90;90;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
328;1920000101;69;322I2Q2J2H2I2H2I2J2H2I;322I2Q2J2H2I2H2I2J2H2I;PRAVDA;110;110;0;90;90;0;98;98;0;91;91;0;89;89;0;90;90;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
329;2EF0G00101;69;322J32332H342H2I2J2H2I;322J32332H342H2I2J2H2I;PRAVDA;110;110;0;91;91;0;110;110;0;111;111;0;89;89;0;112;112;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
330;3900000101;69;322K2Q2H2I2H2I2H2I2H2I;322K2Q2H2I2H2I2H2I2H2I;PRAVDA;110;110;0;92;92;0;98;98;0;89;89;0;90;90;0;89;89;0;90;90;0;89;89;0;90;90;0;89;89;0;90;90;0;;;
331;4170000101;69;322L2I2O2H2I2H2I2J2H2I;322L2I2O2H2I2H2I2J2H2I;PRAVDA;110;110;0;93;93;0;90;90;0;96;96;0;89;89;0;90;90;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
332;4350000101;69;322L2K2M2H2I2H2I2J2H2I;322L2K2M2H2I2H2I2J2H2I;PRAVDA;110;110;0;93;93;0;92;92;0;94;94;0;89;89;0;90;90;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
333;4E7P400101;69;322L322O3D2L2H2I2J2H2I;322L322O3D2L2H2I2J2H2I;PRAVDA;110;110;0;93;93;0;110;110;0;96;96;0;121;121;0;93;93;0;89;89;0;90;90;0;91;91;0;89;89;0;90;90;0;;;
334;1390000101;70;342J2L2R2I2J2I2J2K2I2J;342J2L2R2I2J2I2J2K2I2J;PRAVDA;112;112;0;91;91;0;93;93;0;99;99;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
335;1480000101;70;342J2M2Q2I2J2I2J2K2I2J;342J2M2Q2I2J2I2J2K2I2J;PRAVDA;112;112;0;91;91;0;94;94;0;98;98;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
336;1570000101;70;342J2N2P2I2J2I2J2K2I2J;342J2N2P2I2J2I2J2K2I2J;PRAVDA;112;112;0;91;91;0;95;95;0;97;97;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
337;1660000101;70;342J2O2P2I2J2I2J2K2I2J;342J2O2P2I2J2I2J2K2I2J;PRAVDA;112;112;0;91;91;0;96;96;0;97;97;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
338;1750000101;70;342J2P2N2I2J2I2J2K2I2J;342J2P2N2I2J2I2J2K2I2J;PRAVDA;112;112;0;91;91;0;97;97;0;95;95;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
339;1EB5H00101;70;342J33302N362I2J2K2I2J;342J33302N362I2J2K2I2J;PRAVDA;112;112;0;91;91;0;111;111;0;108;108;0;95;95;0;114;114;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
340;2470000101;70;342K2M2P2I2J2I2J2K2I2J;342K2M2P2I2J2I2J2K2I2J;PRAVDA;112;112;0;92;92;0;94;94;0;97;97;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
341;2560000101;70;342K2N2O2I2J2I2J2K2I2J;342K2N2O2I2J2I2J2K2I2J;PRAVDA;112;112;0;92;92;0;95;95;0;96;96;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
342;4900000101;70;342M2R2I2J2I2J2I2J2I2J;342M2R2I2J2I2J2I2J2I2J;PRAVDA;112;112;0;94;94;0;99;99;0;90;90;0;91;91;0;90;90;0;91;91;0;90;90;0;91;91;0;90;90;0;91;91;0;;;
343;6700000101;70;342O2P2I2J2I2J2I2J2I2J;342O2P2I2J2I2J2I2J2I2J;PRAVDA;112;112;0;96;96;0;97;97;0;90;90;0;91;91;0;90;90;0;91;91;0;90;90;0;91;91;0;90;90;0;91;91;0;;;
344;8410000101;70;342Q2M2J2I2J2I2J2K2I2J;342Q2M2J2I2J2I2J2K2I2J;PRAVDA;112;112;0;98;98;0;94;94;0;91;91;0;90;90;0;91;91;0;90;90;0;91;91;0;92;92;0;90;90;0;91;91;0;;;
345;1490000101;71;362K2N2S2J2K2J2K2L2J2K;362K2N2S2J2K2J2K2L2J2K;PRAVDA;114;114;0;92;92;0;95;95;0;100;100;0;91;91;0;92;92;0;91;91;0;92;92;0;93;93;0;91;91;0;92;92;0;;;
346;1580000101;71;362K2O2R2J2K2J2K2L2J2K;362K2O2R2J2K2J2K2L2J2K;PRAVDA;114;114;0;92;92;0;96;96;0;99;99;0;91;91;0;92;92;0;91;91;0;92;92;0;93;93;0;91;91;0;92;92;0;;;
347;1670000101;71;362K2P2Q2J2K2J2K2L2J2K;362K2P2Q2J2K2J2K2L2J2K;PRAVDA;114;114;0;92;92;0;97;97;0;98;98;0;91;91;0;92;92;0;91;91;0;92;92;0;93;93;0;91;91;0;92;92;0;;;
348;1EB4J00101;71;362K34312N392J2K2L2J2K;362K34312N392J2K2L2J2K;PRAVDA;114;114;0;92;92;0;112;112;0;109;109;0;95;95;0;117;117;0;91;91;0;92;92;0;93;93;0;91;91;0;92;92;0;;;
349;5900000101;71;362O2S2J2K2J2K2J2K2J2K;362O2S2J2K2J2K2J2K2J2K;PRAVDA;114;114;0;96;96;0;100;100;0;91;91;0;92;92;0;91;91;0;92;92;0;91;91;0;92;92;0;91;91;0;92;92;0;;;
350;7700000101;71;362Q2R2J2K2J2K2J2K2J2K;362Q2R2J2K2J2K2J2K2J2K;PRAVDA;114;114;0;98;98;0;99;99;0;91;91;0;92;92;0;91;91;0;92;92;0;91;91;0;92;92;0;91;91;0;92;92;0;;;
351;9410000101;71;362S2N2K2J2K2J2K2L2J2K;362S2N2K2J2K2J2K2L2J2K;PRAVDA;114;114;0;100;100;0;95;95;0;92;92;0;91;91;0;92;92;0;91;91;0;92;92;0;93;93;0;91;91;0;92;92;0;;;
352;1680000101;72;382L2Q2S2K2L2K2L2M2K2L;382L2Q2S2K2L2K2L2M2K2L;PRAVDA;116;116;0;93;93;0;98;98;0;100;100;0;92;92;0;93;93;0;92;92;0;93;93;0;94;94;0;92;92;0;93;93;0;;;
353;1770000101;72;382L2R2S2K2L2K2L2M2K2L;382L2R2S2K2L2K2L2M2K2L;PRAVDA;116;116;0;93;93;0;99;99;0;100;100;0;92;92;0;93;93;0;92;92;0;93;93;0;94;94;0;92;92;0;93;93;0;;;
354;3750000101;72;382N2R2P2K2L2K2L2M2K2L;382N2R2P2K2L2K2L2M2K2L;PRAVDA;116;116;0;95;95;0;99;99;0;97;97;0;92;92;0;93;93;0;92;92;0;93;93;0;94;94;0;92;92;0;93;93;0;;;
355;UPZRJ00101;72;383L3G3Q3I3A2K2L2M2K2L;383L3G3Q3I3A2K2L2M2K2L;PRAVDA;116;116;0;129;129;0;124;124;0;134;134;0;126;126;0;118;118;0;92;92;0;93;93;0;94;94;0;92;92;0;93;93;0;;;
356;1870000101;73;3A2M2T2S2L2M2L2M2N2L2M;3A2M2T2S2L2M2L2M2N2L2M;PRAVDA;118;118;0;94;94;0;101;101;0;100;100;0;93;93;0;94;94;0;93;93;0;94;94;0;95;95;0;93;93;0;94;94;0;;;
357;1960000101;73;3A2M2U2R2L2M2L2M2N2L2M;3A2M2U2R2L2M2L2M2N2L2M;PRAVDA;118;118;0;94;94;0;102;102;0;99;99;0;93;93;0;94;94;0;93;93;0;94;94;0;95;95;0;93;93;0;94;94;0;;;
358;8800000101;73;3A2T2U2L2M2L2M2L2M2L2M;3A2T2U2L2M2L2M2L2M2L2M;PRAVDA;118;118;0;101;101;0;102;102;0;93;93;0;94;94;0;93;93;0;94;94;0;93;93;0;94;94;0;93;93;0;94;94;0;;;
359;9700000101;73;3A2U2S2L2M2L2M2L2M2L2M;3A2U2S2L2M2L2M2L2M2L2M;PRAVDA;118;118;0;102;102;0;100;100;0;93;93;0;94;94;0;93;93;0;94;94;0;93;93;0;94;94;0;93;93;0;94;94;0;;;
360;1790000101;74;3C2N2T2V2M2N2M2N2O2M2N;3C2N2T2V2M2N2M2N2O2M2N;PRAVDA;120;120;0;95;95;0;101;101;0;103;103;0;94;94;0;95;95;0;94;94;0;95;95;0;96;96;0;94;94;0;95;95;0;;;
361;3EA7I00101;74;3C2P37332T3B2M2N2O2M2N;3C2P37332T3B2M2N2O2M2N;PRAVDA;120;120;0;97;97;0;115;115;0;111;111;0;101;101;0;119;119;0;94;94;0;95;95;0;96;96;0;94;94;0;95;95;0;;;
362;1890000101;75;3E2O2V2W2N2O2N2O2P2N2O;3E2O2V2W2N2O2N2O2P2N2O;PRAVDA;122;122;0;96;96;0;103;103;0;104;104;0;95;95;0;96;96;0;95;95;0;96;96;0;97;97;0;95;95;0;96;96;0;;;
363;1980000101;75;3E2O2W2V2N2O2N2O2P2N2O;3E2O2W2V2N2O2N2O2P2N2O;PRAVDA;122;122;0;96;96;0;104;104;0;103;103;0;95;95;0;96;96;0;95;95;0;96;96;0;97;97;0;95;95;0;96;96;0;;;
364;9900000101;75;3E2W2X2N2O2N2O2N2O2N2O;3E2W2X2N2O2N2O2N2O2N2O;PRAVDA;122;122;0;104;104;0;105;105;0;95;95;0;96;96;0;95;95;0;96;96;0;95;95;0;96;96;0;95;95;0;96;96;0;;;
365;11A0000101;76;3G2P2Q352O2P2O2P2Q2O2P;3G2P2Q352O2P2O2P2Q2O2P;PRAVDA;124;124;0;97;97;0;98;98;0;113;113;0;96;96;0;97;97;0;96;96;0;97;97;0;98;98;0;96;96;0;97;97;0;;;
366;1990000101;76;3G2P2X2Y2O2P2O2P2Q2O2P;3G2P2X2Y2O2P2O2P2Q2O2P;PRAVDA;124;124;0;97;97;0;105;105;0;106;106;0;96;96;0;97;97;0;96;96;0;97;97;0;98;98;0;96;96;0;97;97;0;;;
367;12A0000101;77;3I2Q2R362P2Q2P2Q2R2P2Q;3I2Q2R362P2Q2P2Q2R2P2Q;PRAVDA;126;126;0;98;98;0;99;99;0;114;114;0;97;97;0;98;98;0;97;97;0;98;98;0;99;99;0;97;97;0;98;98;0;;;
368;9650000101;77;3I2Y2V2U2P2Q2P2Q2R2P2Q;3I2Y2V2U2P2Q2P2Q2R2P2Q;PRAVDA;126;126;0;106;106;0;103;103;0;102;102;0;97;97;0;98;98;0;97;97;0;98;98;0;99;99;0;97;97;0;98;98;0;;;
369;C100000101;77;3I382Q2P2Q2P2Q2P2Q2P2Q;3I382Q2P2Q2P2Q2P2Q2P2Q;PRAVDA;126;126;0;116;116;0;98;98;0;97;97;0;98;98;0;97;97;0;98;98;0;97;97;0;98;98;0;97;97;0;98;98;0;;;
370;11C0000101;78;3K2R2S392Q2R2Q2R2S2Q2R;3K2R2S392Q2R2Q2R2S2Q2R;PRAVDA;128;128;0;99;99;0;100;100;0;117;117;0;98;98;0;99;99;0;98;98;0;99;99;0;100;100;0;98;98;0;99;99;0;;;
371;13A0000101;78;3K2R2T372Q2R2Q2R2S2Q2R;3K2R2T372Q2R2Q2R2S2Q2R;PRAVDA;128;128;0;99;99;0;101;101;0;115;115;0;98;98;0;99;99;0;98;98;0;99;99;0;100;100;0;98;98;0;99;99;0;;;
372;1B20000101;78;3K2R382S2Q2R2Q2R2S2Q2R;3K2R382S2Q2R2Q2R2S2Q2R;PRAVDA;128;128;0;99;99;0;116;116;0;100;100;0;98;98;0;99;99;0;98;98;0;99;99;0;100;100;0;98;98;0;99;99;0;;;
373;22A0000101;78;3K2S2T372Q2R2Q2R2S2Q2R;3K2S2T372Q2R2Q2R2S2Q2R;PRAVDA;128;128;0;100;100;0;101;101;0;115;115;0;98;98;0;99;99;0;98;98;0;99;99;0;100;100;0;98;98;0;99;99;0;;;
374;6EMC200101;78;3K2W3B3J392S2Q2R2S2Q2R;3K2W3B3J392S2Q2R2S2Q2R;PRAVDA;128;128;0;104;104;0;119;119;0;127;127;0;117;117;0;100;100;0;98;98;0;99;99;0;100;100;0;98;98;0;99;99;0;;;
375;12C0000101;79;3M2S2T3A2R2S2R2S2T2R2S;3M2S2T3A2R2S2R2S2T2R2S;PRAVDA;130;130;0;100;100;0;101;101;0;118;118;0;99;99;0;100;100;0;99;99;0;100;100;0;101;101;0;99;99;0;100;100;0;;;
376;13B0000101;79;3M2S2U392R2S2R2S2T2R2S;3M2S2U392R2S2R2S2T2R2S;PRAVDA;130;130;0;100;100;0;102;102;0;117;117;0;99;99;0;100;100;0;99;99;0;100;100;0;101;101;0;99;99;0;100;100;0;;;
377;14A0000101;79;3M2S2V382R2S2R2S2T2R2S;3M2S2V382R2S2R2S2T2R2S;PRAVDA;130;130;0;100;100;0;103;103;0;116;116;0;99;99;0;100;100;0;99;99;0;100;100;0;101;101;0;99;99;0;100;100;0;;;
378;1C20000101;79;3M2S3A2T2R2S2R2S2T2R2S;3M2S3A2T2R2S2R2S2T2R2S;PRAVDA;130;130;0;100;100;0;118;118;0;101;101;0;99;99;0;100;100;0;99;99;0;100;100;0;101;101;0;99;99;0;100;100;0;;;
379;21C0000101;79;3M2T2S3A2R2S2R2S2T2R2S;3M2T2S3A2R2S2R2S2T2R2S;PRAVDA;130;130;0;101;101;0;100;100;0;118;118;0;99;99;0;100;100;0;99;99;0;100;100;0;101;101;0;99;99;0;100;100;0;;;
380;2D00000101;79;3M2T3B2R2S2R2S2R2S2R2S;3M2T3B2R2S2R2S2R2S2R2S;PRAVDA;130;130;0;101;101;0;119;119;0;99;99;0;100;100;0;99;99;0;100;100;0;99;99;0;100;100;0;99;99;0;100;100;0;;;
381;3B10000101;79;3M2U392S2R2S2R2S2T2R2S;3M2U392S2R2S2R2S2T2R2S;PRAVDA;130;130;0;102;102;0;117;117;0;100;100;0;99;99;0;100;100;0;99;99;0;100;100;0;101;101;0;99;99;0;100;100;0;;;
382;13C0000101;80;3O2T2V3B2S2T2S2T2U2S2T;3O2T2V3B2S2T2S2T2U2S2T;PRAVDA;132;132;0;101;101;0;103;103;0;119;119;0;100;100;0;101;101;0;100;100;0;101;101;0;102;102;0;100;100;0;101;101;0;;;
383;15A0000101;80;3O2T2X392S2T2S2T2U2S2T;3O2T2X392S2T2S2T2U2S2T;PRAVDA;132;132;0;101;101;0;105;105;0;117;117;0;100;100;0;101;101;0;100;100;0;101;101;0;102;102;0;100;100;0;101;101;0;;;
384;1D20000101;80;3O2T3C2U2S2T2S2T2U2S2T;3O2T3C2U2S2T2S2T2U2S2T;PRAVDA;132;132;0;101;101;0;120;120;0;102;102;0;100;100;0;101;101;0;100;100;0;101;101;0;102;102;0;100;100;0;101;101;0;;;
385;2EAAF00101;80;3O2U3D393A3E2S2T2U2S2T;3O2U3D393A3E2S2T2U2S2T;PRAVDA;132;132;0;102;102;0;121;121;0;117;117;0;118;118;0;122;122;0;100;100;0;101;101;0;102;102;0;100;100;0;101;101;0;;;
386;F100000101;80;3O3E2T2S2T2S2T2S2T2S2T;3O3E2T2S2T2S2T2S2T2S2T;PRAVDA;132;132;0;122;122;0;101;101;0;100;100;0;101;101;0;100;100;0;101;101;0;100;100;0;101;101;0;100;100;0;101;101;0;;;
387;14C0000101;81;3Q2U2X3C2T2U2T2U2V2T2U;3Q2U2X3C2T2U2T2U2V2T2U;PRAVDA;134;134;0;102;102;0;105;105;0;120;120;0;101;101;0;102;102;0;101;101;0;102;102;0;103;103;0;101;101;0;102;102;0;;;
388;1A60000101;81;3Q2U3A2Z2T2U2T2U2V2T2U;3Q2U3A2Z2T2U2T2U2V2T2U;PRAVDA;134;134;0;102;102;0;118;118;0;107;107;0;101;101;0;102;102;0;101;101;0;102;102;0;103;103;0;101;101;0;102;102;0;;;
389;25A0000101;81;3Q2V2Y3A2T2U2T2U2V2T2U;3Q2V2Y3A2T2U2T2U2V2T2U;PRAVDA;134;134;0;103;103;0;106;106;0;118;118;0;101;101;0;102;102;0;101;101;0;102;102;0;103;103;0;101;101;0;102;102;0;;;
390;2F00000101;81;3Q2V3F2T2U2T2U2T2U2T2U;3Q2V3F2T2U2T2U2T2U2T2U;PRAVDA;134;134;0;103;103;0;123;123;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;;;
391;D400000101;81;3Q3D2X2T2U2T2U2T2U2T2U;3Q3D2X2T2U2T2U2T2U2T2U;PRAVDA;134;134;0;121;121;0;105;105;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;;;
392;E300000101;81;3Q3E2W2T2U2T2U2T2U2T2U;3Q3E2W2T2U2T2U2T2U2T2U;PRAVDA;134;134;0;122;122;0;104;104;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;;;
393;G100000101;81;3Q3G2U2T2U2T2U2T2U2T2U;3Q3G2U2T2U2T2U2T2U2T2U;PRAVDA;134;134;0;124;124;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;101;101;0;102;102;0;;;
394;15C0000101;82;3S2V2Z3D2U2V2U2V2W2U2V;3S2V2Z3D2U2V2U2V2W2U2V;PRAVDA;136;136;0;103;103;0;107;107;0;121;121;0;102;102;0;103;103;0;102;102;0;103;103;0;104;104;0;102;102;0;103;103;0;;;
395;17A0000101;82;3S2V313B2U2V2U2V2W2U2V;3S2V313B2U2V2U2V2W2U2V;PRAVDA;136;136;0;103;103;0;109;109;0;119;119;0;102;102;0;103;103;0;102;102;0;103;103;0;104;104;0;102;102;0;103;103;0;;;
396;1A70000101;82;3S2V3B312U2V2U2V2W2U2V;3S2V3B312U2V2U2V2W2U2V;PRAVDA;136;136;0;103;103;0;119;119;0;109;109;0;102;102;0;103;103;0;102;102;0;103;103;0;104;104;0;102;102;0;103;103;0;;;
397;24C0000101;82;3S2W2Y3D2U2V2U2V2W2U2V;3S2W2Y3D2U2V2U2V2W2U2V;PRAVDA;136;136;0;104;104;0;106;106;0;121;121;0;102;102;0;103;103;0;102;102;0;103;103;0;104;104;0;102;102;0;103;103;0;;;
398;5EO1G00101;82;3S2Z3F3P2V3H2U2V2W2U2V;3S2Z3F3P2V3H2U2V2W2U2V;PRAVDA;136;136;0;107;107;0;123;123;0;133;133;0;103;103;0;125;125;0;102;102;0;103;103;0;104;104;0;102;102;0;103;103;0;;;
399;A800000101;82;3S3B322U2V2U2V2U2V2U2V;3S3B322U2V2U2V2U2V2U2V;PRAVDA;136;136;0;119;119;0;110;110;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;;;
400;B700000101;82;3S3C312U2V2U2V2U2V2U2V;3S3C312U2V2U2V2U2V2U2V;PRAVDA;136;136;0;120;120;0;109;109;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;;;
401;F300000101;82;3S3G2X2U2V2U2V2U2V2U2V;3S3G2X2U2V2U2V2U2V2U2V;PRAVDA;136;136;0;124;124;0;105;105;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;;;
402;H100000101;82;3S3I2V2U2V2U2V2U2V2U2V;3S3I2V2U2V2U2V2U2V2U2V;PRAVDA;136;136;0;126;126;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;102;102;0;103;103;0;;;
403;TYZTJ00101;82;3S3U3Z403U3K2U2V2W2U2V;3S3U3Z403U3K2U2V2W2U2V;PRAVDA;136;136;0;138;138;0;143;143;0;144;144;0;138;138;0;128;128;0;102;102;0;103;103;0;104;104;0;102;102;0;103;103;0;;;
404;17B0000101;83;3U2W323D2V2W2V2W2X2V2W;3U2W323D2V2W2V2W2X2V2W;PRAVDA;138;138;0;104;104;0;110;110;0;121;121;0;103;103;0;104;104;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
405;1B70000101;83;3U2W3D322V2W2V2W2X2V2W;3U2W3D322V2W2V2W2X2V2W;PRAVDA;138;138;0;104;104;0;121;121;0;110;110;0;103;103;0;104;104;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
406;1D50000101;83;3U2W3F302V2W2V2W2X2V2W;3U2W3F302V2W2V2W2X2V2W;PRAVDA;138;138;0;104;104;0;123;123;0;108;108;0;103;103;0;104;104;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
407;1E40000101;83;3U2W3G2Z2V2W2V2W2X2V2W;3U2W3G2Z2V2W2V2W2X2V2W;PRAVDA;138;138;0;104;104;0;124;124;0;107;107;0;103;103;0;104;104;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
408;1EEAF00101;83;3U2W3G3H3C3H2V2W2X2V2W;3U2W3G3H3C3H2V2W2X2V2W;PRAVDA;138;138;0;104;104;0;124;124;0;125;125;0;120;120;0;125;125;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
409;1EPK100101;83;3U2W3G3R3M2W2V2W2X2V2W;3U2W3G3R3M2W2V2W2X2V2W;PRAVDA;138;138;0;104;104;0;124;124;0;135;135;0;130;130;0;104;104;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
410;2G10000101;83;3U2X3I2W2V2W2V2W2X2V2W;3U2X3I2W2V2W2V2W2X2V2W;PRAVDA;138;138;0;105;105;0;126;126;0;104;104;0;103;103;0;104;104;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
411;D510000101;83;3U3F302W2V2W2V2W2X2V2W;3U3F302W2V2W2V2W2X2V2W;PRAVDA;138;138;0;123;123;0;108;108;0;104;104;0;103;103;0;104;104;0;103;103;0;104;104;0;105;105;0;103;103;0;104;104;0;;;
412;17C0000101;84;3W2X333F2W2X2W2X2Y2W2X;3W2X333F2W2X2W2X2Y2W2X;PRAVDA;140;140;0;105;105;0;111;111;0;123;123;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
413;18B0000101;84;3W2X343E2W2X2W2X2Y2W2X;3W2X343E2W2X2W2X2Y2W2X;PRAVDA;140;140;0;105;105;0;112;112;0;122;122;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
414;19A0000101;84;3W2X353D2W2X2W2X2Y2W2X;3W2X353D2W2X2W2X2Y2W2X;PRAVDA;140;140;0;105;105;0;113;113;0;121;121;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
415;1A90000101;84;3W2X3D352W2X2W2X2Y2W2X;3W2X3D352W2X2W2X2Y2W2X;PRAVDA;140;140;0;105;105;0;121;121;0;113;113;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
