SourceRow;WorkerID;Prefix;Prefix_ASCII;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TailLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P01_B36;P02_B36;P03_B36;P04_B36;P05_B36;P06_B36;P07_B36;P08_B36;P09_B36;P10_B36;P11_B36;P12_B36;P13_B36;P14_B36;P15_B36;P16_B36;P17_B36;P18_B36;P19_B36;P20_B36;P21_B36;P22_B36;P01_DEC;P02_DEC;P03_DEC;P04_DEC;P05_DEC;P06_DEC;P07_DEC;P08_DEC;P09_DEC;P10_DEC;P11_DEC;P12_DEC;P13_DEC;P14_DEC;P15_DEC;P16_DEC;P17_DEC;P18_DEC;P19_DEC;P20_DEC;P21_DEC;P22_DEC;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T01_B36;T02_B36;T03_B36;T04_B36;T05_B36;T06_B36;T07_B36;T08_B36;T09_B36;T10_B36;T11_B36;T01_DEC;T02_DEC;T03_DEC;T04_DEC;T05_DEC;T06_DEC;T07_DEC;T08_DEC;T09_DEC;T10_DEC;T11_DEC;BeforeDashTrailingChar;TailTrailingChar
465;H53SJ00101;^;94;4G3U3B39453W3637383637;ż©–”´«‘’“‘’;150M0K1G17230I0I0H63250;H53SJj110úl;23;H;5;3;S;J;0;0;1;0;1;17;5;3;28;19;0;0;1;0;1;72;53;51;83;74;48;48;49;48;49;1R;15;0M;0K;1G;17;0H;0H;0I;0H;0I;4G;3U;3B;39;45;3W;36;37;38;36;37;63;41;22;20;52;43;17;17;18;17;18;160;138;119;117;149;140;114;115;116;114;115;94;72;53;51;83;74;48;48;49;48;49;191;169;150;148;180;171;145;146;147;145;146;15;0M;0K;1G;17;23;0I;0I;0H;63;25;41;22;20;52;43;75;18;18;17;219;77;72;53;51;83;74;106;49;49;48;250;108;0;0
466;4EEHI00101;`;96;4K3C3T3U3W3X38393A3839;Ă—¨©«¬“”•“”;0L12121516250I0I0H63270;4EEHIl110ún;23;4;E;E;H;I;0;0;1;0;1;4;14;14;17;18;0;0;1;0;1;52;69;69;72;73;48;48;49;48;49;1T;0L;12;12;15;16;0H;0H;0I;0H;0I;4K;3C;3T;3U;3W;3X;38;39;3A;38;39;65;21;38;38;41;42;17;17;18;17;18;164;120;137;138;140;141;116;117;118;116;117;96;52;69;69;72;73;48;48;49;48;49;195;151;168;169;171;172;147;148;149;147;148;0L;12;12;15;16;25;0I;0I;0H;63;27;21;38;38;41;42;77;18;18;17;219;79;52;69;69;72;73;108;49;49;48;250;110;0;0
467;3CAPJ00101;b;98;4O3D3T3R46403A3B3C3A3B;Ç¨¦µŻ•–—•–;0K100Y1D17270I0I0H63290;3CAPJn110úp;23;3;C;A;P;J;0;0;1;0;1;3;12;10;25;19;0;0;1;0;1;51;67;65;80;74;48;48;49;48;49;1V;0K;10;0Y;1D;17;0H;0H;0I;0H;0I;4O;3D;3T;3R;46;40;3A;3B;3C;3A;3B;67;20;36;34;49;43;17;17;18;17;18;168;121;137;135;150;144;118;119;120;118;119;98;51;67;65;80;74;48;48;49;48;49;199;152;168;166;181;175;149;150;151;149;150;0K;10;0Y;1D;17;27;0I;0I;0H;63;29;20;36;34;49;43;79;18;18;17;219;81;51;67;65;80;74;110;49;49;48;250;112;0;0
468;87GQJ00101;b;98;4O3I3H3X47403A3B3C3A3B;Çťś¬¶Ż•–—•–;0P0O141E17270I0I0H63290;87GQJn110úp;23;8;7;G;Q;J;0;0;1;0;1;8;7;16;26;19;0;0;1;0;1;56;55;71;81;74;48;48;49;48;49;1V;0P;0O;14;1E;17;0H;0H;0I;0H;0I;4O;3I;3H;3X;47;40;3A;3B;3C;3A;3B;67;25;24;40;50;43;17;17;18;17;18;168;126;125;141;151;144;118;119;120;118;119;98;56;55;71;81;74;48;48;49;48;49;199;157;156;172;182;175;149;150;151;149;150;0P;0O;14;1E;17;27;0I;0I;0H;63;29;25;24;40;50;43;79;18;18;17;219;81;56;55;71;81;74;110;49;49;48;250;112;0;0
469;8C9SJ00101;b;98;4O3I3T3J49403A3B3C3A3B;Çť¨ž¸Ż•–—•–;0P100Q1G17270I0I0H63290;8C9SJn110úp;23;8;C;9;S;J;0;0;1;0;1;8;12;9;28;19;0;0;1;0;1;56;67;57;83;74;48;48;49;48;49;1V;0P;10;0Q;1G;17;0H;0H;0I;0H;0I;4O;3I;3T;3J;49;40;3A;3B;3C;3A;3B;67;25;36;26;52;43;17;17;18;17;18;168;126;137;127;153;144;118;119;120;118;119;98;56;67;57;83;74;48;48;49;48;49;199;157;168;158;184;175;149;150;151;149;150;0P;10;0Q;1G;17;27;0I;0I;0H;63;29;25;36;26;52;43;79;18;18;17;219;81;56;67;57;83;74;110;49;49;48;250;112;0;0
470;1EOX500101;c;99;4Q3C3W464F3G3B3C3D3B3C;É—«µľ›–—–—;0I121C1L0M280I0H0I632A0;1EOX5o101úq;23;1;E;O;X;5;0;0;1;0;1;1;14;24;33;5;0;0;1;0;1;49;69;79;88;53;48;48;49;48;49;1W;0I;12;1C;1L;0M;0H;0H;0I;0H;0I;4Q;3C;3W;46;4F;3G;3B;3C;3D;3B;3C;68;18;38;48;57;22;17;17;18;17;18;170;120;140;150;159;124;119;120;121;119;120;99;49;69;79;88;53;48;48;49;48;49;201;151;171;181;190;155;150;151;152;150;151;0I;12;1C;1L;0M;28;0I;0H;0I;63;2A;18;38;48;57;22;80;18;17;18;219;82;49;69;79;88;53;111;49;48;49;250;113;0;0
471;23XKJ00101;c;99;4Q3D3E4F42413B3C3D3B3C;É™ľ±°–—–—;0J0K1L1817280I0H0I632A0;23XKJo101úq;23;2;3;X;K;J;0;0;1;0;1;2;3;33;20;19;0;0;1;0;1;50;51;88;75;74;48;48;49;48;49;1W;0J;0K;1L;18;17;0H;0H;0I;0H;0I;4Q;3D;3E;4F;42;41;3B;3C;3D;3B;3C;68;19;20;57;44;43;17;17;18;17;18;170;121;122;159;146;145;119;120;121;119;120;99;50;51;88;75;74;48;48;49;48;49;201;152;153;190;177;176;150;151;152;150;151;0J;0K;1L;18;17;28;0I;0H;0I;63;2A;19;20;57;44;43;80;18;17;18;219;82;50;51;88;75;74;111;49;48;49;250;113;0;0
472;8D9SJ00101;c;99;4Q3J3V3K4A413B3C3D3B3C;ÉžŞźą°–—–—;0P110Q1G17280I0H0I632A0;8D9SJo101úq;23;8;D;9;S;J;0;0;1;0;1;8;13;9;28;19;0;0;1;0;1;56;68;57;83;74;48;48;49;48;49;1W;0P;11;0Q;1G;17;0H;0H;0I;0H;0I;4Q;3J;3V;3K;4A;41;3B;3C;3D;3B;3C;68;25;37;26;52;43;17;17;18;17;18;170;127;139;128;154;145;119;120;121;119;120;99;56;68;57;83;74;48;48;49;48;49;201;158;170;159;185;176;150;151;152;150;151;0P;11;0Q;1G;17;28;0I;0H;0I;63;2A;25;37;26;52;43;80;18;17;18;219;82;56;68;57;83;74;111;49;48;49;250;113;0;0
473;97GQJ00101;c;99;4Q3K3I3Y48413B3C3D3B3C;Éźť­·°–—–—;0Q0O141E17280I0H0I632A0;97GQJo101úq;23;9;7;G;Q;J;0;0;1;0;1;9;7;16;26;19;0;0;1;0;1;57;55;71;81;74;48;48;49;48;49;1W;0Q;0O;14;1E;17;0H;0H;0I;0H;0I;4Q;3K;3I;3Y;48;41;3B;3C;3D;3B;3C;68;26;24;40;50;43;17;17;18;17;18;170;128;126;142;152;145;119;120;121;119;120;99;57;55;71;81;74;48;48;49;48;49;201;159;157;173;183;176;150;151;152;150;151;0Q;0O;14;1E;17;28;0I;0H;0I;63;2A;26;24;40;50;43;80;18;17;18;219;82;57;55;71;81;74;111;49;48;49;250;113;0;0
474;DB5MJ00101;c;99;4Q3V3T3G44413B3C3D3B3C;ÉŞ¨›ł°–—–—;110Z0M1A17280I0H0I632A0;DB5MJo101úq;23;D;B;5;M;J;0;0;1;0;1;13;11;5;22;19;0;0;1;0;1;68;66;53;77;74;48;48;49;48;49;1W;11;0Z;0M;1A;17;0H;0H;0I;0H;0I;4Q;3V;3T;3G;44;41;3B;3C;3D;3B;3C;68;37;35;22;46;43;17;17;18;17;18;170;139;137;124;148;145;119;120;121;119;120;99;68;66;53;77;74;48;48;49;48;49;201;170;168;155;179;176;150;151;152;150;151;11;0Z;0M;1A;17;28;0I;0H;0I;63;2A;37;35;22;46;43;80;18;17;18;219;82;68;66;53;77;74;111;49;48;49;250;113;0;0
475;3EOX500101;e;101;4U3G3Y484H3I3D3E3F3D3E;Í›­·Ŕť™š™;0K121C1L0M2A0I0H0I632C0;3EOX5q101ús;23;3;E;O;X;5;0;0;1;0;1;3;14;24;33;5;0;0;1;0;1;51;69;79;88;53;48;48;49;48;49;1Y;0K;12;1C;1L;0M;0H;0H;0I;0H;0I;4U;3G;3Y;48;4H;3I;3D;3E;3F;3D;3E;70;20;38;48;57;22;17;17;18;17;18;174;124;142;152;161;126;121;122;123;121;122;101;51;69;79;88;53;48;48;49;48;49;205;155;173;183;192;157;152;153;154;152;153;0K;12;1C;1L;0M;2A;0I;0H;0I;63;2C;20;38;48;57;22;82;18;17;18;219;84;51;69;79;88;53;113;49;48;49;250;115;0;0
476;AE0WG00101;e;101;4U3U3Y3D4G403D3E3F3D3E;Í©­żŻ™š™;0Y120H1K142A0I0H0I632C0;AE0WGq101ús;23;A;E;0;W;G;0;0;1;0;1;10;14;0;32;16;0;0;1;0;1;65;69;48;87;71;48;48;49;48;49;1Y;0Y;12;0H;1K;14;0H;0H;0I;0H;0I;4U;3U;3Y;3D;4G;40;3D;3E;3F;3D;3E;70;34;38;17;56;40;17;17;18;17;18;174;138;142;121;160;144;121;122;123;121;122;101;65;69;48;87;71;48;48;49;48;49;205;169;173;152;191;175;152;153;154;152;153;0Y;12;0H;1K;14;2A;0I;0H;0I;63;2C;34;38;17;56;40;82;18;17;18;219;84;65;69;48;87;71;113;49;48;49;250;115;0;0
477;3EPX500101;f;102;4W3H3Z4A4I3J3E3F3G3E3F;Ďś®ąÁž™š›™š;0K121D1L0M2B0I0I0H632D0;3EPX5r110út;23;3;E;P;X;5;0;0;1;0;1;3;14;25;33;5;0;0;1;0;1;51;69;80;88;53;48;48;49;48;49;1Z;0K;12;1D;1L;0M;0H;0H;0I;0H;0I;4W;3H;3Z;4A;4I;3J;3E;3F;3G;3E;3F;71;20;38;49;57;22;17;17;18;17;18;176;125;143;154;162;127;122;123;124;122;123;102;51;69;80;88;53;48;48;49;48;49;207;156;174;185;193;158;153;154;155;153;154;0K;12;1D;1L;0M;2B;0I;0I;0H;63;2D;20;38;49;57;22;83;18;18;17;219;85;51;69;80;88;53;114;49;49;48;250;116;0;0
478;44QSJ00101;g;103;4Y3J3K4C4E453F3G3H3F3G;Ńžź»˝´š›śš›;0L0L1E1G172C0I0H0I632E0;44QSJs101úu;23;4;4;Q;S;J;0;0;1;0;1;4;4;26;28;19;0;0;1;0;1;52;52;81;83;74;48;48;49;48;49;20;0L;0L;1E;1G;17;0H;0H;0I;0H;0I;4Y;3J;3K;4C;4E;45;3F;3G;3H;3F;3G;72;21;21;50;52;43;17;17;18;17;18;178;127;128;156;158;149;123;124;125;123;124;103;52;52;81;83;74;48;48;49;48;49;209;158;159;187;189;180;154;155;156;154;155;0L;0L;1E;1G;17;2C;0I;0H;0I;63;2E;21;21;50;52;43;84;18;17;18;219;86;52;52;81;83;74;115;49;48;49;250;117;0;0
479;5EEQF00101;g;103;4Y3K40414C413F3G3H3F3G;ŃźŻ°»°š›śš›;0M12121E132C0I0H0I632E0;5EEQFs101úu;23;5;E;E;Q;F;0;0;1;0;1;5;14;14;26;15;0;0;1;0;1;53;69;69;81;70;48;48;49;48;49;20;0M;12;12;1E;13;0H;0H;0I;0H;0I;4Y;3K;40;41;4C;41;3F;3G;3H;3F;3G;72;22;38;38;50;39;17;17;18;17;18;178;128;144;145;156;145;123;124;125;123;124;103;53;69;69;81;70;48;48;49;48;49;209;159;175;176;187;176;154;155;156;154;155;0M;12;12;1E;13;2C;0I;0H;0I;63;2E;22;38;38;50;39;84;18;17;18;219;86;53;69;69;81;70;115;49;48;49;250;117;0;0
480;DD3QJ00101;g;103;4Y3Z403I4C453F3G3H3F3G;Ń®Żť»´š›śš›;11110K1E172C0I0H0I632E0;DD3QJs101úu;23;D;D;3;Q;J;0;0;1;0;1;13;13;3;26;19;0;0;1;0;1;68;68;51;81;74;48;48;49;48;49;20;11;11;0K;1E;17;0H;0H;0I;0H;0I;4Y;3Z;40;3I;4C;45;3F;3G;3H;3F;3G;72;37;37;20;50;43;17;17;18;17;18;178;143;144;126;156;149;123;124;125;123;124;103;68;68;51;81;74;48;48;49;48;49;209;174;175;157;187;180;154;155;156;154;155;11;11;0K;1E;17;2C;0I;0H;0I;63;2E;37;37;20;50;43;84;18;17;18;219;86;68;68;51;81;74;115;49;48;49;250;117;0;0
482;5EPX500101;h;104;503L414C4K3L3G3H3I3G3H;Ó °»Ă ›śť›ś;0M121D1L0M2D0I0I0H632F0;5EPX5t110úv;23;5;E;P;X;5;0;0;1;0;1;5;14;25;33;5;0;0;1;0;1;53;69;80;88;53;48;48;49;48;49;21;0M;12;1D;1L;0M;0H;0H;0I;0H;0I;50;3L;41;4C;4K;3L;3G;3H;3I;3G;3H;73;22;38;49;57;22;17;17;18;17;18;180;129;145;156;164;129;124;125;126;124;125;104;53;69;80;88;53;48;48;49;48;49;211;160;176;187;195;160;155;156;157;155;156;0M;12;1D;1L;0M;2D;0I;0I;0H;63;2F;22;38;49;57;22;85;18;18;17;219;87;53;69;80;88;53;116;49;49;48;250;118;0;0
483;95KTJ00101;h;104;503P3L474G463G3H3I3G3H;Ó¤ ¶żµ›śť›ś;0Q0M181H172D0I0I0H632F0;95KTJt110úv;23;9;5;K;T;J;0;0;1;0;1;9;5;20;29;19;0;0;1;0;1;57;53;75;84;74;48;48;49;48;49;21;0Q;0M;18;1H;17;0H;0H;0I;0H;0I;50;3P;3L;47;4G;46;3G;3H;3I;3G;3H;73;26;22;44;53;43;17;17;18;17;18;180;133;129;151;160;150;124;125;126;124;125;104;57;53;75;84;74;48;48;49;48;49;211;164;160;182;191;181;155;156;157;155;156;0Q;0M;18;1H;17;2D;0I;0I;0H;63;2F;26;22;44;53;43;85;18;18;17;219;87;57;53;75;84;74;116;49;49;48;250;118;0;0
484;CE8TC00101;h;104;503Z413O4G3Z3G3H3I3G3H;Ó®°Łż®›śť›ś;10120P1H102D0I0I0H632F0;CE8TCt110úv;23;C;E;8;T;C;0;0;1;0;1;12;14;8;29;12;0;0;1;0;1;67;69;56;84;67;48;48;49;48;49;21;10;12;0P;1H;10;0H;0H;0I;0H;0I;50;3Z;41;3O;4G;3Z;3G;3H;3I;3G;3H;73;36;38;25;53;36;17;17;18;17;18;180;143;145;132;160;143;124;125;126;124;125;104;67;69;56;84;67;48;48;49;48;49;211;174;176;163;191;174;155;156;157;155;156;10;12;0P;1H;10;2D;0I;0I;0H;63;2F;36;38;25;53;36;85;18;18;17;219;87;67;69;56;84;67;116;49;49;48;250;118;0;0
485;6EPX500101;i;105;523N424D4L3M3H3I3J3H3I;Ő˘±ĽÄˇśťžśť;0N121D1L0M2E0I0H0I632G0;6EPX5u101úw;23;6;E;P;X;5;0;0;1;0;1;6;14;25;33;5;0;0;1;0;1;54;69;80;88;53;48;48;49;48;49;22;0N;12;1D;1L;0M;0H;0H;0I;0H;0I;52;3N;42;4D;4L;3M;3H;3I;3J;3H;3I;74;23;38;49;57;22;17;17;18;17;18;182;131;146;157;165;130;125;126;127;125;126;105;54;69;80;88;53;48;48;49;48;49;213;162;177;188;196;161;156;157;158;156;157;0N;12;1D;1L;0M;2E;0I;0H;0I;63;2G;23;38;49;57;22;86;18;17;18;219;88;54;69;80;88;53;117;49;48;49;250;119;0;0
486;S53SJ00101;i;105;524G3M3K4G473H3I3J3H3I;Őżˇźż¶śťžśť;1G0M0K1G172E0I0H0I632G0;S53SJu101úw;23;S;5;3;S;J;0;0;1;0;1;28;5;3;28;19;0;0;1;0;1;83;53;51;83;74;48;48;49;48;49;22;1G;0M;0K;1G;17;0H;0H;0I;0H;0I;52;4G;3M;3K;4G;47;3H;3I;3J;3H;3I;74;52;22;20;52;43;17;17;18;17;18;182;160;130;128;160;151;125;126;127;125;126;105;83;53;51;83;74;48;48;49;48;49;213;191;161;159;191;182;156;157;158;156;157;1G;0M;0K;1G;17;2E;0I;0H;0I;63;2G;52;22;20;52;43;86;18;17;18;219;88;83;53;51;83;74;117;49;48;49;250;119;0;0
487;2EZQ700101;j;106;543K434O4F3P3I3J3K3I3J;×ź˛Çľ¤ťžźťž;0J121N1E0O2F0I0I0H632H0;2EZQ7v110úx;23;2;E;Z;Q;7;0;0;1;0;1;2;14;35;26;7;0;0;1;0;1;50;69;90;81;55;48;48;49;48;49;23;0J;12;1N;1E;0O;0H;0H;0I;0H;0I;54;3K;43;4O;4F;3P;3I;3J;3K;3I;3J;75;19;38;59;50;24;17;17;18;17;18;184;128;147;168;159;133;126;127;128;126;127;106;50;69;90;81;55;48;48;49;48;49;215;159;178;199;190;164;157;158;159;157;158;0J;12;1N;1E;0O;2F;0I;0I;0H;63;2H;19;38;59;50;24;87;18;18;17;219;89;50;69;90;81;55;118;49;49;48;250;120;0;0
488;7EPX500101;j;106;543P434E4M3N3I3J3K3I3J;×¤˛˝Ĺ˘ťžźťž;0O121D1L0M2F0I0I0H632H0;7EPX5v110úx;23;7;E;P;X;5;0;0;1;0;1;7;14;25;33;5;0;0;1;0;1;55;69;80;88;53;48;48;49;48;49;23;0O;12;1D;1L;0M;0H;0H;0I;0H;0I;54;3P;43;4E;4M;3N;3I;3J;3K;3I;3J;75;24;38;49;57;22;17;17;18;17;18;184;133;147;158;166;131;126;127;128;126;127;106;55;69;80;88;53;48;48;49;48;49;215;164;178;189;197;162;157;158;159;157;158;0O;12;1D;1L;0M;2F;0I;0I;0H;63;2H;24;38;49;57;22;87;18;18;17;219;89;55;69;80;88;53;118;49;49;48;250;120;0;0
489;1PANJ00101;k;107;563K4F404D493J3K3L3J3K;ŮźľŻĽ¸žź žź;0I1D0Y1B172G0I0H0I632I0;1PANJw101úy;23;1;P;A;N;J;0;0;1;0;1;1;25;10;23;19;0;0;1;0;1;49;80;65;78;74;48;48;49;48;49;24;0I;1D;0Y;1B;17;0H;0H;0I;0H;0I;56;3K;4F;40;4D;49;3J;3K;3L;3J;3K;76;18;49;34;47;43;17;17;18;17;18;186;128;159;144;157;153;127;128;129;127;128;107;49;80;65;78;74;48;48;49;48;49;217;159;190;175;188;184;158;159;160;158;159;0I;1D;0Y;1B;17;2G;0I;0H;0I;63;2I;18;49;34;47;43;88;18;17;18;219;90;49;80;65;78;74;119;49;48;49;250;121;0;0
490;A7GQJ00101;k;107;56403Q464G493J3K3L3J3K;ŮŻĄµż¸žź žź;0Y0O141E172G0I0H0I632I0;A7GQJw101úy;23;A;7;G;Q;J;0;0;1;0;1;10;7;16;26;19;0;0;1;0;1;65;55;71;81;74;48;48;49;48;49;24;0Y;0O;14;1E;17;0H;0H;0I;0H;0I;56;40;3Q;46;4G;49;3J;3K;3L;3J;3K;76;34;24;40;50;43;17;17;18;17;18;186;144;134;150;160;153;127;128;129;127;128;107;65;55;71;81;74;48;48;49;48;49;217;175;165;181;191;184;158;159;160;158;159;0Y;0O;14;1E;17;2G;0I;0H;0I;63;2I;34;24;40;50;43;88;18;17;18;219;90;65;55;71;81;74;119;49;48;49;250;121;0;0
491;0LJKJ00101;l;108;583K4C4A4B4A3K3L3M3K3L;Űź»ąşąź ˇź ;0H191718172H0I0I0H632J0;0LJKJx110úz;23;0;L;J;K;J;0;0;1;0;1;0;21;19;20;19;0;0;1;0;1;48;76;74;75;74;48;48;49;48;49;25;0H;19;17;18;17;0H;0H;0I;0H;0I;58;3K;4C;4A;4B;4A;3K;3L;3M;3K;3L;77;17;45;43;44;43;17;17;18;17;18;188;128;156;154;155;154;128;129;130;128;129;108;48;76;74;75;74;48;48;49;48;49;219;159;187;185;186;185;159;160;161;159;160;0H;19;17;18;17;2H;0I;0I;0H;63;2J;17;45;43;44;43;89;18;18;17;219;91;48;76;74;75;74;120;49;49;48;250;122;0;0
492;9EPX500101;l;108;583T454G4O3P3K3L3M3K3L;Ű¨´żÇ¤ź ˇź ;0Q121D1L0M2H0I0I0H632J0;9EPX5x110úz;23;9;E;P;X;5;0;0;1;0;1;9;14;25;33;5;0;0;1;0;1;57;69;80;88;53;48;48;49;48;49;25;0Q;12;1D;1L;0M;0H;0H;0I;0H;0I;58;3T;45;4G;4O;3P;3K;3L;3M;3K;3L;77;26;38;49;57;22;17;17;18;17;18;188;137;149;160;168;133;128;129;130;128;129;108;57;69;80;88;53;48;48;49;48;49;219;168;180;191;199;164;159;160;161;159;160;0Q;12;1D;1L;0M;2H;0I;0I;0H;63;2J;26;38;49;57;22;89;18;18;17;219;91;57;69;80;88;53;120;49;49;48;250;122;0;0
493;A0TLJ00101;l;108;58413K4K4C4A3K3L3M3K3L;Ű°źĂ»ąź ˇź ;0Y0H1H19172H0I0I0H632J0;A0TLJx110úz;23;A;0;T;L;J;0;0;1;0;1;10;0;29;21;19;0;0;1;0;1;65;48;84;76;74;48;48;49;48;49;25;0Y;0H;1H;19;17;0H;0H;0I;0H;0I;58;41;3K;4K;4C;4A;3K;3L;3M;3K;3L;77;34;17;53;45;43;17;17;18;17;18;188;145;128;164;156;154;128;129;130;128;129;108;65;48;84;76;74;48;48;49;48;49;219;176;159;195;187;185;159;160;161;159;160;0Y;0H;1H;19;17;2H;0I;0I;0H;63;2J;34;17;53;45;43;89;18;18;17;219;91;65;48;84;76;74;120;49;49;48;250;122;0;0
494;B7GQJ00101;l;108;58423R474H4A3K3L3M3K3L;Ű±¦¶Ŕąź ˇź ;0Z0O141E172H0I0I0H632J0;B7GQJx110úz;23;B;7;G;Q;J;0;0;1;0;1;11;7;16;26;19;0;0;1;0;1;66;55;71;81;74;48;48;49;48;49;25;0Z;0O;14;1E;17;0H;0H;0I;0H;0I;58;42;3R;47;4H;4A;3K;3L;3M;3K;3L;77;35;24;40;50;43;17;17;18;17;18;188;146;135;151;161;154;128;129;130;128;129;108;66;55;71;81;74;48;48;49;48;49;219;177;166;182;192;185;159;160;161;159;160;0Z;0O;14;1E;17;2H;0I;0I;0H;63;2J;35;24;40;50;43;89;18;18;17;219;91;66;55;71;81;74;120;49;49;48;250;122;0;0
495;5EZV200101;m;109;5A3Q464R4N3N3L3M3N3L3M;ÝĄµĘĆ˘ ˇ˘ ˇ;0M121N1J0J2I0I0H0I632K0;5EZV2y101ú{;23;5;E;Z;V;2;0;0;1;0;1;5;14;35;31;2;0;0;1;0;1;53;69;90;86;50;48;48;49;48;49;26;0M;12;1N;1J;0J;0H;0H;0I;0H;0I;5A;3Q;46;4R;4N;3N;3L;3M;3N;3L;3M;78;22;38;59;55;19;17;17;18;17;18;190;134;150;171;167;131;129;130;131;129;130;109;53;69;90;86;50;48;48;49;48;49;221;165;181;202;198;162;160;161;162;160;161;0M;12;1N;1J;0J;2I;0I;0H;0I;63;2K;22;38;59;55;19;90;18;17;18;219;92;53;69;90;86;50;121;49;48;49;250;123;0;0
496;R46VJ00101;m;109;5A4J3P3R4N4B3L3M3N3L3M;ÝÂ¤¦Ćş ˇ˘ ˇ;1F0L0N1J172I0I0H0I632K0;R46VJy101ú{;23;R;4;6;V;J;0;0;1;0;1;27;4;6;31;19;0;0;1;0;1;82;52;54;86;74;48;48;49;48;49;26;1F;0L;0N;1J;17;0H;0H;0I;0H;0I;5A;4J;3P;3R;4N;4B;3L;3M;3N;3L;3M;78;51;21;23;55;43;17;17;18;17;18;190;163;133;135;167;155;129;130;131;129;130;109;82;52;54;86;74;48;48;49;48;49;221;194;164;166;198;186;160;161;162;160;161;1F;0L;0N;1J;17;2I;0I;0H;0I;63;2K;51;21;23;55;43;90;18;17;18;219;92;82;52;54;86;74;121;49;48;49;250;123;0;0
497;4BQLJ00101;n;110;5C3Q444J4E4C3M3N3O3M3N;ßĄłÂ˝»ˇ˘Łˇ˘;0L0Z1E19172J0I0I0H632L0;4BQLJz110ú|;23;4;B;Q;L;J;0;0;1;0;1;4;11;26;21;19;0;0;1;0;1;52;66;81;76;74;48;48;49;48;49;27;0L;0Z;1E;19;17;0H;0H;0I;0H;0I;5C;3Q;44;4J;4E;4C;3M;3N;3O;3M;3N;79;21;35;50;45;43;17;17;18;17;18;192;134;148;163;158;156;130;131;132;130;131;110;52;66;81;76;74;48;48;49;48;49;223;165;179;194;189;187;161;162;163;161;162;0L;0Z;1E;19;17;2J;0I;0I;0H;63;2L;21;35;50;45;43;91;18;18;17;219;93;52;66;81;76;74;122;49;49;48;250;124;0;0
498;7LBNJ00101;n;110;5C3T4E444G4C3M3N3O3M3N;ß¨˝łż»ˇ˘Łˇ˘;0O190Z1B172J0I0I0H632L0;7LBNJz110ú|;23;7;L;B;N;J;0;0;1;0;1;7;21;11;23;19;0;0;1;0;1;55;76;66;78;74;48;48;49;48;49;27;0O;19;0Z;1B;17;0H;0H;0I;0H;0I;5C;3T;4E;44;4G;4C;3M;3N;3O;3M;3N;79;24;45;35;47;43;17;17;18;17;18;192;137;158;148;160;156;130;131;132;130;131;110;55;76;66;78;74;48;48;49;48;49;223;168;189;179;191;187;161;162;163;161;162;0O;19;0Z;1B;17;2J;0I;0I;0H;63;2L;24;45;35;47;43;91;18;18;17;219;93;55;76;66;78;74;122;49;49;48;250;124;0;0
499;7V4RJ00101;n;110;5C3T4O3Q4K4C3M3N3O3M3N;ß¨ÇĄĂ»ˇ˘Łˇ˘;0O1J0L1F172J0I0I0H632L0;7V4RJz110ú|;23;7;V;4;R;J;0;0;1;0;1;7;31;4;27;19;0;0;1;0;1;55;86;52;82;74;48;48;49;48;49;27;0O;1J;0L;1F;17;0H;0H;0I;0H;0I;5C;3T;4O;3Q;4K;4C;3M;3N;3O;3M;3N;79;24;55;21;51;43;17;17;18;17;18;192;137;168;134;164;156;130;131;132;130;131;110;55;86;52;82;74;48;48;49;48;49;223;168;199;165;195;187;161;162;163;161;162;0O;1J;0L;1F;17;2J;0I;0I;0H;63;2L;24;55;21;51;43;91;18;18;17;219;93;55;86;52;82;74;122;49;49;48;250;124;0;0
500;CD9SJ00101;n;110;5C45463V4L4C3M3N3O3M3N;ß´µŞÄ»ˇ˘Łˇ˘;10110Q1G172J0I0I0H632L0;CD9SJz110ú|;23;C;D;9;S;J;0;0;1;0;1;12;13;9;28;19;0;0;1;0;1;67;68;57;83;74;48;48;49;48;49;27;10;11;0Q;1G;17;0H;0H;0I;0H;0I;5C;45;46;3V;4L;4C;3M;3N;3O;3M;3N;79;36;37;26;52;43;17;17;18;17;18;192;149;150;139;165;156;130;131;132;130;131;110;67;68;57;83;74;48;48;49;48;49;223;180;181;170;196;187;161;162;163;161;162;10;11;0Q;1G;17;2J;0I;0I;0H;63;2L;36;37;26;52;43;91;18;18;17;219;93;67;68;57;83;74;122;49;49;48;250;124;0;0
